entity1,entity2,relationship_type,question1,question2,question3,biomistral-7b_q1,biomistral-7b_q2,biomistral-7b_q3,gemma-3-4b_q1,gemma-3-4b_q2,gemma-3-4b_q3,gemma-4-e4b_q1,gemma-4-e4b_q2,gemma-4-e4b_q3,ii-medical-8b_q1,ii-medical-8b_q2,ii-medical-8b_q3,llama-3.1-8b_q1,llama-3.1-8b_q2,llama-3.1-8b_q3,medgemma-4b_q1,medgemma-4b_q2,medgemma-4b_q3,meditron-7b_q1,meditron-7b_q2,meditron-7b_q3,meerkat-7b_q1,meerkat-7b_q2,meerkat-7b_q3,mistral-7b_q1,mistral-7b_q2,mistral-7b_q3,qwen3-8b_q1,qwen3-8b_q2,qwen3-8b_q3,ultramed-3.1-8b_q1,ultramed-3.1-8b_q2,ultramed-3.1-8b_q3
bacterial meningitis,vomiting,disease-symptom,Is bacterial meningitis a disease?,Is vomiting a symptom?,Is vomiting a symptom of bacterial meningitis?,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
headache,bacterial meningitis,symptom-disease,Is headache a symptom?,Is bacterial meningitis a disease?,Is headache a symptom of bacterial meningitis?,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
vomiting,bacterial meningitis,symptom-disease,Is vomiting a symptom?,Is bacterial meningitis a disease?,Is vomiting a symptom of bacterial meningitis?,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
ceftriaxone,bacterial meningitis,drug-disease,Is ceftriaxone a drug?,Is bacterial meningitis a disease?,Is ceftriaxone used to treat bacterial meningitis?,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
multiple myeloma,pain,disease-symptom,Is multiple myeloma a disease?,Is pain a symptom?,Is pain a symptom of multiple myeloma?,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,,yes,yes,yes,yes,yes,yes,yes,yes,yes
acid reflux,burning throat,disease-symptom,Is acid reflux a disease?,Is burning throat a symptom?,Is burning throat a symptom of acid reflux?,no,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes
high blood pressure,heart racing,disease-symptom,Is high blood pressure a disease?,Is heart racing a symptom?,Is heart racing a symptom of high blood pressure?,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes
vocal cord damage,voice gets hoarse,disease-symptom,Is vocal cord damage a disease?,Is voice gets hoarse a symptom?,Is voice gets hoarse a symptom of vocal cord damage?,yes,yes,yes,yes,yes,yes,no,yes,yes,no,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,no,yes,yes,no,yes,yes
alcoholic,seizure,disease-symptom,Is alcoholic a disease?,Is seizure a symptom?,Is seizure a symptom of alcoholic?,no,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,no,yes,yes,,yes,yes,yes,no,no,yes,yes,yes,yes
neurological condition,nerve pain,disease-symptom,Is neurological condition a disease?,Is nerve pain a symptom?,Is nerve pain a symptom of neurological condition?,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes
nerve pain,neurological condition,symptom-disease,Is nerve pain a symptom?,Is neurological condition a disease?,Is nerve pain a symptom of neurological condition?,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes
neurological condition,migraines,disease-symptom,Is neurological condition a disease?,Is migraines a symptom?,Is migraines a symptom of neurological condition?,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes
migraines,neurological condition,symptom-disease,Is migraines a symptom?,Is neurological condition a disease?,Is migraines a symptom of neurological condition?,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes
UTI,kidney pain,disease-symptom,Is UTI a disease?,Is kidney pain a symptom?,Is kidney pain a symptom of UTI?,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes
kidney infection,kidney pain,disease-symptom,Is kidney infection a disease?,Is kidney pain a symptom?,Is kidney pain a symptom of kidney infection?,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
kidney cancer,kidney pain,disease-symptom,Is kidney cancer a disease?,Is kidney pain a symptom?,Is kidney pain a symptom of kidney cancer?,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
Burning,UTI,symptom-disease,Is Burning a symptom?,Is UTI a disease?,Is Burning a symptom of UTI?,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,no,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,no,yes
nausea,kidney infection,symptom-disease,Is nausea a symptom?,Is kidney infection a disease?,Is nausea a symptom of kidney infection?,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes
ciprofloxacin,UTI,drug-disease,Is ciprofloxacin a drug?,Is UTI a disease?,Is ciprofloxacin used to treat UTI?,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes
prostatitis,urine,disease-symptom,Is prostatitis a disease?,Is urine a symptom?,Is urine a symptom of prostatitis?,yes,no,no,yes,no,no,yes,no,yes,yes,no,yes,yes,no,yes,yes,yes,yes,yes,no,no,,,yes,yes,yes,yes,yes,no,no,yes,yes,yes
melanoma,mole,disease-symptom,Is melanoma a disease?,Is mole a symptom?,Is mole a symptom of melanoma?,yes,no,no,yes,yes,yes,yes,no,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,no,no,yes,no,no,yes,yes,yes,yes,no,no,yes,yes,yes
pneumonia,crackling,disease-symptom,Is pneumonia a disease?,Is crackling a symptom?,Is crackling a symptom of pneumonia?,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
viral pneumonia,cough,disease-symptom,Is viral pneumonia a disease?,Is cough a symptom?,Is cough a symptom of viral pneumonia?,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
fever,pneumonia,symptom-disease,Is fever a symptom?,Is pneumonia a disease?,Is fever a symptom of pneumonia?,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
cough,pneumonia,symptom-disease,Is cough a symptom?,Is pneumonia a disease?,Is cough a symptom of pneumonia?,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
Cellulitis,pain,disease-symptom,Is Cellulitis a disease?,Is pain a symptom?,Is pain a symptom of Cellulitis?,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes
Cellulitis,fever,disease-symptom,Is Cellulitis a disease?,Is fever a symptom?,Is fever a symptom of Cellulitis?,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes
sore,vulvitis,symptom-disease,Is sore a symptom?,Is vulvitis a disease?,Is sore a symptom of vulvitis?,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes
swollen vulva,vulvitis,symptom-disease,Is swollen vulva a symptom?,Is vulvitis a disease?,Is swollen vulva a symptom of vulvitis?,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes
pain,vulvitis,symptom-disease,Is pain a symptom?,Is vulvitis a disease?,Is pain a symptom of vulvitis?,yes,yes,no,yes,yes,yes,yes,no,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes
dermatitis,rash,disease-symptom,Is dermatitis a disease?,Is rash a symptom?,Is rash a symptom of dermatitis?,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes
escitalopram,GAD,drug-disease,Is escitalopram a drug?,Is GAD a disease?,Is escitalopram used to treat GAD?,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
anterolisthesis,back pain,disease-symptom,Is anterolisthesis a disease?,Is back pain a symptom?,Is back pain a symptom of anterolisthesis?,no,yes,no,no,yes,yes,yes,yes,yes,no,yes,yes,no,yes,yes,no,yes,yes,no,yes,no,no,yes,yes,no,yes,yes,no,yes,yes,no,yes,yes
osteoarthritis,pain,disease-symptom,Is osteoarthritis a disease?,Is pain a symptom?,Is pain a symptom of osteoarthritis?,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
nerve damage,constant nerve pain,disease-symptom,Is nerve damage a disease?,Is constant nerve pain a symptom?,Is constant nerve pain a symptom of nerve damage?,yes,yes,yes,yes,yes,yes,no,yes,yes,no,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,no,yes,yes,no,yes,yes
fractures,pain,disease-symptom,Is fractures a disease?,Is pain a symptom?,Is pain a symptom of fractures?,yes,yes,yes,yes,yes,yes,no,yes,yes,no,yes,yes,no,yes,yes,yes,yes,yes,no,yes,yes,no,yes,yes,no,yes,yes,no,yes,yes,no,yes,yes
torn ligaments,pain,disease-symptom,Is torn ligaments a disease?,Is pain a symptom?,Is pain a symptom of torn ligaments?,yes,yes,yes,no,yes,yes,no,yes,yes,no,yes,yes,no,yes,yes,no,yes,yes,no,yes,yes,no,yes,yes,yes,yes,yes,no,yes,yes,no,yes,yes
Progesterone only pill,continuous bleeding,drug-disease,Is Progesterone only pill a drug?,Is continuous bleeding a disease?,Is Progesterone only pill used to treat continuous bleeding?,yes,yes,no,yes,yes,yes,yes,no,no,yes,no,yes,yes,no,yes,yes,yes,yes,yes,no,no,yes,no,,yes,yes,yes,yes,no,no,yes,no,no
cramps,Progesterone only pill,drug-disease,Is cramps a drug?,Is Progesterone only pill a disease?,Is cramps used to treat Progesterone only pill?,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,,no,no,no,no,no,no,no,no,no,no
HIV,symptoms,disease-symptom,Is HIV a disease?,Is symptoms a symptom?,Is symptoms a symptom of HIV?,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,no,no,yes,no,no,yes,yes,yes,yes,no,no,yes,yes,no,yes,yes,yes,no,no,no,yes,no,no
iron deficiency anemia,low MCV,disease-symptom,Is iron deficiency anemia a disease?,Is low MCV a symptom?,Is low MCV a symptom of iron deficiency anemia?,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,,yes,yes,yes,yes,yes,no,yes,no,yes,yes
iron deficiency anemia,low MCH,disease-symptom,Is iron deficiency anemia a disease?,Is low MCH a symptom?,Is low MCH a symptom of iron deficiency anemia?,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,,yes,yes,yes,yes,yes,no,yes,no,yes,yes
iron deficiency anemia,low MCHC,disease-symptom,Is iron deficiency anemia a disease?,Is low MCHC a symptom?,Is low MCHC a symptom of iron deficiency anemia?,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,no,yes,yes,,yes,yes,yes,yes,yes,no,yes,no,yes,yes
iron deficiency anemia,high RDW,disease-symptom,Is iron deficiency anemia a disease?,Is high RDW a symptom?,Is high RDW a symptom of iron deficiency anemia?,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,,yes,yes,yes,yes,yes,no,yes,no,yes,yes
Fenofibrate,triglycerides,drug-disease,Is Fenofibrate a drug?,Is triglycerides a disease?,Is Fenofibrate used to treat triglycerides?,yes,no,yes,yes,no,yes,yes,no,yes,yes,no,yes,yes,no,yes,yes,no,yes,yes,no,yes,yes,,yes,yes,no,yes,yes,no,yes,yes,no,yes
Rosuvastatin,triglycerides,drug-disease,Is Rosuvastatin a drug?,Is triglycerides a disease?,Is Rosuvastatin used to treat triglycerides?,yes,no,no,yes,no,yes,yes,no,no,yes,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,,yes,yes,no,yes,yes,no,no,yes,no,yes
Omega 3,triglycerides,drug-disease,Is Omega 3 a drug?,Is triglycerides a disease?,Is Omega 3 used to treat triglycerides?,no,no,yes,no,no,yes,no,no,yes,no,no,yes,no,no,yes,no,no,yes,no,no,no,,,yes,no,no,yes,no,no,yes,no,no,yes
Triamcinolone,rash,drug-disease,Is Triamcinolone a drug?,Is rash a disease?,Is Triamcinolone used to treat rash?,yes,yes,yes,yes,no,yes,yes,no,yes,yes,no,yes,yes,no,yes,yes,yes,yes,yes,yes,no,,yes,yes,yes,yes,yes,yes,no,yes,yes,no,yes
COVID,Rash,disease-symptom,Is COVID a disease?,Is Rash a symptom?,Is Rash a symptom of COVID?,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,,yes,yes,yes,yes,yes,yes,yes,yes,yes
Rash,COVID,symptom-disease,Is Rash a symptom?,Is COVID a disease?,Is Rash a symptom of COVID?,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,,yes,yes,yes,yes,yes,yes,yes,yes,yes
levothyroxine,hypothyroidism,drug-disease,Is levothyroxine a drug?,Is hypothyroidism a disease?,Is levothyroxine used to treat hypothyroidism?,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
anemia,extreme fatigue,disease-symptom,Is anemia a disease?,Is extreme fatigue a symptom?,Is extreme fatigue a symptom of anemia?,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,no,yes,yes,no,yes,yes
tachycardia,anemia,symptom-disease,Is tachycardia a symptom?,Is anemia a disease?,Is tachycardia a symptom of anemia?,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,no,yes,no,yes,no,no,yes,yes,no,yes,no,yes,yes,no,yes
shortness of breath,anemia,symptom-disease,Is shortness of breath a symptom?,Is anemia a disease?,Is shortness of breath a symptom of anemia?,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,no,yes,yes,no,yes
Spiriva Respimat,Asthma,drug-disease,Is Spiriva Respimat a drug?,Is Asthma a disease?,Is Spiriva Respimat used to treat Asthma?,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,no,yes,yes,yes,yes,yes,no,yes,yes,no,yes,yes,no,yes,yes,no,yes,yes,no
Symbicort,Asthma,drug-disease,Is Symbicort a drug?,Is Asthma a disease?,Is Symbicort used to treat Asthma?,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
Asthma,cough,disease-symptom,Is Asthma a disease?,Is cough a symptom?,Is cough a symptom of Asthma?,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
Asthma,wheeze,disease-symptom,Is Asthma a disease?,Is wheeze a symptom?,Is wheeze a symptom of Asthma?,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
Asthma,chest tightness,disease-symptom,Is Asthma a disease?,Is chest tightness a symptom?,Is chest tightness a symptom of Asthma?,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
whiplash,neck pain,disease-symptom,Is whiplash a disease?,Is neck pain a symptom?,Is neck pain a symptom of whiplash?,yes,yes,yes,no,yes,yes,no,yes,yes,no,yes,yes,no,yes,yes,no,yes,yes,no,yes,yes,,yes,yes,no,yes,yes,no,yes,yes,no,yes,yes
Nexplanon,anxiety,drug-disease,Is Nexplanon a drug?,Is anxiety a disease?,Is Nexplanon used to treat anxiety?,yes,yes,no,yes,yes,no,yes,yes,no,yes,no,no,yes,yes,no,yes,yes,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no,no
ovarian cyst,pelvic pain,disease-symptom,Is ovarian cyst a disease?,Is pelvic pain a symptom?,Is pelvic pain a symptom of ovarian cyst?,yes,yes,yes,yes,yes,yes,no,yes,yes,no,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,no,yes,yes,no,yes,yes
ovarian cyst,abdominal pain,disease-symptom,Is ovarian cyst a disease?,Is abdominal pain a symptom?,Is abdominal pain a symptom of ovarian cyst?,yes,yes,yes,yes,yes,yes,no,yes,yes,no,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,no,yes,yes,no,yes,yes
PCOS,irregular periods,disease-symptom,Is PCOS a disease?,Is irregular periods a symptom?,Is irregular periods a symptom of PCOS?,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes
Pelvic Inflammatory Disease,pelvic pain,disease-symptom,Is Pelvic Inflammatory Disease a disease?,Is pelvic pain a symptom?,Is pelvic pain a symptom of Pelvic Inflammatory Disease?,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
balanitis,itching,disease-symptom,Is balanitis a disease?,Is itching a symptom?,Is itching a symptom of balanitis?,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
balanitis,inflaming,disease-symptom,Is balanitis a disease?,Is inflaming a symptom?,Is inflaming a symptom of balanitis?,yes,no,yes,yes,yes,yes,no,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes
UTI,painful urination,disease-symptom,Is UTI a disease?,Is painful urination a symptom?,Is painful urination a symptom of UTI?,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,,yes,yes,yes,yes,yes,yes,yes,no,yes,yes
UTI,blood in urine,disease-symptom,Is UTI a disease?,Is blood in urine a symptom?,Is blood in urine a symptom of UTI?,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes
UTI,frequency,disease-symptom,Is UTI a disease?,Is frequency a symptom?,Is frequency a symptom of UTI?,yes,no,no,yes,no,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,no,no,yes,no,no,yes,yes,yes,yes,no,yes,yes,no,yes,no,yes,yes
painful urination,UTI,symptom-disease,Is painful urination a symptom?,Is UTI a disease?,Is painful urination a symptom of UTI?,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes
blood in urine,UTI,symptom-disease,Is blood in urine a symptom?,Is UTI a disease?,Is blood in urine a symptom of UTI?,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes
frequency,UTI,symptom-disease,Is frequency a symptom?,Is UTI a disease?,Is frequency a symptom of UTI?,no,yes,no,no,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,no,no,yes,no,yes,yes,yes,no,yes,yes,no,yes,yes,yes,no,yes
Duodenitis,Bloating/Discomfort,disease-symptom,Is Duodenitis a disease?,Is Bloating/Discomfort a symptom?,Is Bloating/Discomfort a symptom of Duodenitis?,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
infection,painful,disease-symptom,Is infection a disease?,Is painful a symptom?,Is painful a symptom of infection?,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no,yes,yes,no,yes,yes
flu,muscle aches,disease-symptom,Is flu a disease?,Is muscle aches a symptom?,Is muscle aches a symptom of flu?,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
flu,chills,disease-symptom,Is flu a disease?,Is chills a symptom?,Is chills a symptom of flu?,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
COVID,shortness of breath,disease-symptom,Is COVID a disease?,Is shortness of breath a symptom?,Is shortness of breath a symptom of COVID?,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
flu shot,side effects,drug-disease,Is flu shot a drug?,Is side effects a disease?,Is flu shot used to treat side effects?,yes,no,no,yes,no,no,yes,no,no,yes,no,no,no,no,no,yes,no,no,yes,no,no,yes,no,no,yes,no,no,no,no,no,yes,no,no
SOB,asthma,symptom-disease,Is SOB a symptom?,Is asthma a disease?,Is SOB a symptom of asthma?,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,,yes,yes,yes,yes,yes,yes,yes,yes,yes
SOB,GERD,symptom-disease,Is SOB a symptom?,Is GERD a disease?,Is SOB a symptom of GERD?,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,,yes,yes,no,yes,yes,yes,yes,yes,yes
bilateral pneumothorax,shortness of breath,disease-symptom,Is bilateral pneumothorax a disease?,Is shortness of breath a symptom?,Is shortness of breath a symptom of bilateral pneumothorax?,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,no,yes,yes,,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
bilateral pneumothorax,chest pain,disease-symptom,Is bilateral pneumothorax a disease?,Is chest pain a symptom?,Is chest pain a symptom of bilateral pneumothorax?,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,no,yes,yes,,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
throat cancer,lump,disease-symptom,Is throat cancer a disease?,Is lump a symptom?,Is lump a symptom of throat cancer?,yes,no,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,no,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes
oral cancer,white patch,disease-symptom,Is oral cancer a disease?,Is white patch a symptom?,Is white patch a symptom of oral cancer?,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,no,yes,yes,,yes,yes,no,yes,yes,yes,yes,yes,yes
nail fungus,thickened nail,disease-symptom,Is nail fungus a disease?,Is thickened nail a symptom?,Is thickened nail a symptom of nail fungus?,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,,yes,yes,yes,yes,yes,yes,yes,yes,yes
Hypothyroidism,tired,disease-symptom,Is Hypothyroidism a disease?,Is tired a symptom?,Is tired a symptom of Hypothyroidism?,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
