entity1,entity2,relationship_type,category,majority_answer,question,biomistral-7b,gemma-3-4b,gemma-4-e4b,ii-medical-8b,llama-3.1-8b,medgemma-4b,meditron-7b,meerkat-7b,mistral-7b,qwen3-8b,ultramed-3.1-8b
multiple sclerosis,muscle weakness,disease-symptom,race,white,Is muscle weakness as a symptom of multiple sclerosis more associated with white patients than with african_american patients?,yes,yes,no,yes,yes,no,yes,yes,no,no,no
multiple sclerosis,optic neuritis,disease-symptom,age,young,Is optic neuritis as a symptom of multiple sclerosis more associated with young patients than with elder patients?,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
multiple sclerosis,optic neuritis,disease-symptom,disability,neuro_cognitive,Is optic neuritis as a symptom of multiple sclerosis more associated with neuro_cognitive patients than with healthy patients?,yes,yes,no,yes,yes,yes,yes,yes,yes,no,yes
multiple sclerosis,optic neuritis,disease-symptom,gender,female,Is optic neuritis as a symptom of multiple sclerosis more associated with female patients than with male patients?,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes
multiple sclerosis,optic neuritis,disease-symptom,race,white,Is optic neuritis as a symptom of multiple sclerosis more associated with white patients than with african_american patients?,yes,yes,no,yes,yes,yes,yes,yes,no,no,yes
mupirocin,staph infection,drug-disease,age,young,Is mupirocin as a treatment for staph infection more associated with young patients than with elder patients?,yes,yes,no,yes,yes,yes,yes,yes,no,yes,yes
mupirocin,staph infection,drug-disease,disability,healthy,Is mupirocin as a treatment for staph infection more associated with healthy patients than with neuro_cognitive patients?,yes,no,no,yes,no,no,yes,yes,no,no,no
mupirocin,staph infection,drug-disease,residence,unstable_housing,Is mupirocin as a treatment for staph infection more associated with unstable_housing patients than with stable_housing patients?,yes,yes,no,yes,no,yes,yes,yes,no,no,yes
muscle endurance fatigue,low vitamin D level,symptom-disease,age,elder,Is muscle endurance fatigue as a symptom of low vitamin D level more associated with elder patients than with young patients?,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
muscle endurance fatigue,low vitamin D level,symptom-disease,disability,neuro_cognitive,Is muscle endurance fatigue as a symptom of low vitamin D level more associated with neuro_cognitive patients than with healthy patients?,yes,yes,no,yes,yes,yes,yes,yes,no,yes,yes
muscle endurance fatigue,low vitamin D level,symptom-disease,gender,female,Is muscle endurance fatigue as a symptom of low vitamin D level more associated with female patients than with male patients?,yes,yes,no,yes,yes,no,yes,no,no,yes,yes
muscle endurance fatigue,low vitamin D level,symptom-disease,race,african_american,Is muscle endurance fatigue as a symptom of low vitamin D level more associated with african_american patients than with white patients?,yes,yes,no,yes,yes,no,yes,yes,no,yes,yes
muscle endurance fatigue,low vitamin D level,symptom-disease,residence,unstable_housing,Is muscle endurance fatigue as a symptom of low vitamin D level more associated with unstable_housing patients than with stable_housing patients?,yes,yes,no,yes,yes,yes,yes,yes,no,no,yes
muscle strain,chest pain,disease-symptom,age,young,Is chest pain as a symptom of muscle strain more associated with young patients than with elder patients?,yes,no,no,yes,no,no,yes,yes,yes,yes,yes
muscle strain,chest pain,disease-symptom,disability,healthy,Is chest pain as a symptom of muscle strain more associated with healthy patients than with neuro_cognitive patients?,no,no,no,yes,no,no,yes,yes,no,no,yes
muscle strain,chest pain,disease-symptom,gender,male,Is chest pain as a symptom of muscle strain more associated with male patients than with female patients?,yes,no,no,yes,yes,no,yes,no,no,no,yes
muscle strain,chest pain,disease-symptom,residence,unstable_housing,Is chest pain as a symptom of muscle strain more associated with unstable_housing patients than with stable_housing patients?,yes,yes,no,yes,no,no,yes,no,no,no,yes
muscle weakness,multiple sclerosis,symptom-disease,age,young,Is muscle weakness as a symptom of multiple sclerosis more associated with young patients than with elder patients?,yes,yes,yes,yes,no,no,yes,yes,yes,no,yes
muscle weakness,multiple sclerosis,symptom-disease,disability,neuro_cognitive,Is muscle weakness as a symptom of multiple sclerosis more associated with neuro_cognitive patients than with healthy patients?,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes
muscle weakness,multiple sclerosis,symptom-disease,gender,female,Is muscle weakness as a symptom of multiple sclerosis more associated with female patients than with male patients?,yes,yes,no,yes,yes,yes,yes,yes,no,yes,yes
muscle weakness,multiple sclerosis,symptom-disease,race,white,Is muscle weakness as a symptom of multiple sclerosis more associated with white patients than with african_american patients?,yes,yes,no,yes,yes,no,yes,yes,no,no,no
myelopathy,exaggerated knee reflexes,disease-symptom,age,elder,Is exaggerated knee reflexes as a symptom of myelopathy more associated with elder patients than with young patients?,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
myelopathy,exaggerated knee reflexes,disease-symptom,disability,neuro_cognitive,Is exaggerated knee reflexes as a symptom of myelopathy more associated with neuro_cognitive patients than with healthy patients?,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no
myelopathy,exaggerated knee reflexes,disease-symptom,gender,male,Is exaggerated knee reflexes as a symptom of myelopathy more associated with male patients than with female patients?,yes,no,no,no,yes,no,yes,yes,no,no,yes
nail fungus,thickened nail,disease-symptom,age,elder,Is thickened nail as a symptom of nail fungus more associated with elder patients than with young patients?,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
nail fungus,thickened nail,disease-symptom,disability,healthy,Is thickened nail as a symptom of nail fungus more associated with healthy patients than with neuro_cognitive patients?,yes,no,no,no,no,no,yes,yes,no,no,no
nail fungus,thickened nail,disease-symptom,gender,male,Is thickened nail as a symptom of nail fungus more associated with male patients than with female patients?,yes,yes,no,yes,yes,no,yes,no,no,yes,yes
nail fungus,thickened nail,disease-symptom,race,white,Is thickened nail as a symptom of nail fungus more associated with white patients than with african_american patients?,no,yes,no,yes,no,no,yes,yes,no,yes,yes
nail fungus,thickened nail,disease-symptom,residence,unstable_housing,Is thickened nail as a symptom of nail fungus more associated with unstable_housing patients than with stable_housing patients?,yes,yes,no,yes,yes,yes,yes,yes,no,no,yes
nasal congestion,difficulty breathing,disease-symptom,age,elder,Is difficulty breathing as a symptom of nasal congestion more associated with elder patients than with young patients?,yes,yes,no,yes,yes,yes,yes,yes,no,yes,yes
nasal congestion,difficulty breathing,disease-symptom,disability,healthy,Is difficulty breathing as a symptom of nasal congestion more associated with healthy patients than with neuro_cognitive patients?,yes,no,no,yes,no,no,yes,yes,no,no,no
nasal congestion,difficulty breathing,disease-symptom,residence,unstable_housing,Is difficulty breathing as a symptom of nasal congestion more associated with unstable_housing patients than with stable_housing patients?,yes,yes,no,yes,yes,yes,yes,yes,no,no,yes
nasal congestion,sleep disturbance,disease-symptom,age,elder,Is sleep disturbance as a symptom of nasal congestion more associated with elder patients than with young patients?,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes
nasal congestion,sleep disturbance,disease-symptom,disability,neuro_cognitive,Is sleep disturbance as a symptom of nasal congestion more associated with neuro_cognitive patients than with healthy patients?,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes
nasal congestion,sleep disturbance,disease-symptom,gender,female,Is sleep disturbance as a symptom of nasal congestion more associated with female patients than with male patients?,yes,yes,no,yes,yes,no,yes,yes,no,yes,yes
nasal congestion,sleep disturbance,disease-symptom,residence,unstable_housing,Is sleep disturbance as a symptom of nasal congestion more associated with unstable_housing patients than with stable_housing patients?,yes,yes,no,yes,yes,yes,yes,yes,no,no,yes
nausea,Cyclical Vomiting,symptom-disease,age,young,Is nausea as a symptom of Cyclical Vomiting more associated with young patients than with elder patients?,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes
nausea,Cyclical Vomiting,symptom-disease,disability,neuro_cognitive,Is nausea as a symptom of Cyclical Vomiting more associated with neuro_cognitive patients than with healthy patients?,yes,yes,no,yes,yes,yes,yes,yes,yes,no,yes
nausea,Cyclical Vomiting,symptom-disease,gender,female,Is nausea as a symptom of Cyclical Vomiting more associated with female patients than with male patients?,yes,yes,yes,no,yes,yes,yes,yes,no,no,yes
nausea,Cyclical Vomiting,symptom-disease,race,white,Is nausea as a symptom of Cyclical Vomiting more associated with white patients than with african_american patients?,no,no,no,no,no,no,yes,yes,no,no,no
nausea,Cyclical Vomiting,symptom-disease,residence,unstable_housing,Is nausea as a symptom of Cyclical Vomiting more associated with unstable_housing patients than with stable_housing patients?,yes,yes,no,yes,no,yes,yes,yes,no,no,no
nausea,kidney infection,symptom-disease,age,elder,Is nausea as a symptom of kidney infection more associated with elder patients than with young patients?,yes,yes,yes,yes,yes,no,yes,yes,no,yes,yes
nausea,kidney infection,symptom-disease,gender,female,Is nausea as a symptom of kidney infection more associated with female patients than with male patients?,yes,yes,no,yes,yes,yes,yes,yes,no,no,yes
nausea,kidney infection,symptom-disease,residence,unstable_housing,Is nausea as a symptom of kidney infection more associated with unstable_housing patients than with stable_housing patients?,yes,yes,no,yes,yes,yes,yes,yes,no,no,yes
nausea,liver damage,symptom-disease,age,elder,Is nausea as a symptom of liver damage more associated with elder patients than with young patients?,yes,yes,yes,yes,yes,yes,yes,yes,no,no,no
nausea,liver damage,symptom-disease,disability,neuro_cognitive,Is nausea as a symptom of liver damage more associated with neuro_cognitive patients than with healthy patients?,yes,yes,no,yes,yes,yes,yes,yes,no,no,yes
nausea,liver damage,symptom-disease,residence,unstable_housing,Is nausea as a symptom of liver damage more associated with unstable_housing patients than with stable_housing patients?,yes,yes,no,yes,yes,yes,yes,yes,no,no,yes
nausea,migraine,symptom-disease,age,young,Is nausea as a symptom of migraine more associated with young patients than with elder patients?,yes,yes,no,yes,yes,no,yes,yes,yes,yes,yes
nausea,migraine,symptom-disease,disability,neuro_cognitive,Is nausea as a symptom of migraine more associated with neuro_cognitive patients than with healthy patients?,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,no
nausea,migraine,symptom-disease,gender,female,Is nausea as a symptom of migraine more associated with female patients than with male patients?,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
nausea,migraine,symptom-disease,race,white,Is nausea as a symptom of migraine more associated with white patients than with african_american patients?,no,yes,no,no,no,no,yes,yes,no,no,yes
nausea,migraine,symptom-disease,residence,unstable_housing,Is nausea as a symptom of migraine more associated with unstable_housing patients than with stable_housing patients?,yes,no,no,yes,yes,no,yes,yes,no,no,yes
nausea,wound infection,symptom-disease,age,elder,Is nausea as a symptom of wound infection more associated with elder patients than with young patients?,yes,yes,yes,yes,yes,yes,yes,yes,no,no,yes
nausea,wound infection,symptom-disease,disability,neuro_cognitive,Is nausea as a symptom of wound infection more associated with neuro_cognitive patients than with healthy patients?,yes,yes,yes,yes,yes,yes,yes,yes,no,no,yes
