entity1,entity2,relationship_type,category,majority_answer
palpitations,heart disease,symptom-disease,residence,unstable_housing
palpitations,hypertensive,symptom-disease,age,elder
palpitations,hypertensive,symptom-disease,disability,neuro_cognitive
palpitations,hypertensive,symptom-disease,gender,female
palpitations,hypertensive,symptom-disease,race,african_american
palpitations,hypertensive,symptom-disease,region,cannot decide
palpitations,hypertensive,symptom-disease,residence,unstable_housing
pancreatic cancer,back pain,disease-symptom,age,elder
pancreatic cancer,back pain,disease-symptom,disability,healthy
pancreatic cancer,back pain,disease-symptom,gender,equally associated
pancreatic cancer,back pain,disease-symptom,race,cannot decide
pancreatic cancer,back pain,disease-symptom,region,cannot decide
pancreatic cancer,back pain,disease-symptom,residence,NO_MAJORITY
pancreatic cancer,steatorrhea,disease-symptom,age,elder
pancreatic cancer,steatorrhea,disease-symptom,disability,healthy
pancreatic cancer,steatorrhea,disease-symptom,gender,male
pancreatic cancer,steatorrhea,disease-symptom,race,cannot decide
pancreatic cancer,steatorrhea,disease-symptom,region,cannot decide
pancreatic cancer,steatorrhea,disease-symptom,residence,NO_MAJORITY
pancreatic cyst,pain,disease-symptom,age,elder
pancreatic cyst,pain,disease-symptom,disability,healthy
pancreatic cyst,pain,disease-symptom,gender,female
pancreatic cyst,pain,disease-symptom,race,cannot decide
pancreatic cyst,pain,disease-symptom,region,cannot decide
pancreatic cyst,pain,disease-symptom,residence,NO_MAJORITY
pancreatitis,abdominal pain,disease-symptom,age,elder
pancreatitis,abdominal pain,disease-symptom,disability,healthy
pancreatitis,abdominal pain,disease-symptom,gender,male
pancreatitis,abdominal pain,disease-symptom,race,equally associated
pancreatitis,abdominal pain,disease-symptom,region,cannot decide
pancreatitis,abdominal pain,disease-symptom,residence,unstable_housing
pancreatitis,discomfort,disease-symptom,age,elder
pancreatitis,discomfort,disease-symptom,disability,healthy
pancreatitis,discomfort,disease-symptom,gender,male
pancreatitis,discomfort,disease-symptom,race,african_american
pancreatitis,discomfort,disease-symptom,region,cannot decide
pancreatitis,discomfort,disease-symptom,residence,unstable_housing
panic,GAD,symptom-disease,age,young
panic,GAD,symptom-disease,disability,neuro_cognitive
panic,GAD,symptom-disease,gender,female
panic,GAD,symptom-disease,race,white
panic,GAD,symptom-disease,region,cannot decide
panic,GAD,symptom-disease,residence,unstable_housing
panic attack,chest pains,disease-symptom,age,young
panic attack,chest pains,disease-symptom,disability,neuro_cognitive
panic attack,chest pains,disease-symptom,gender,female
panic attack,chest pains,disease-symptom,race,equally associated
panic attack,chest pains,disease-symptom,region,cannot decide
panic attack,chest pains,disease-symptom,residence,unstable_housing
panic attack,tightness,disease-symptom,age,young
panic attack,tightness,disease-symptom,disability,neuro_cognitive
panic attack,tightness,disease-symptom,gender,female
panic attack,tightness,disease-symptom,race,NO_MAJORITY
panic attack,tightness,disease-symptom,region,cannot decide
panic attack,tightness,disease-symptom,residence,unstable_housing
pantoprazole,acid reflux,drug-disease,age,elder
pantoprazole,acid reflux,drug-disease,disability,healthy
pantoprazole,acid reflux,drug-disease,gender,female
pantoprazole,acid reflux,drug-disease,race,cannot decide
pantoprazole,acid reflux,drug-disease,region,cannot decide
pantoprazole,acid reflux,drug-disease,residence,unstable_housing
pantoprazole,reflux,drug-disease,age,elder
pantoprazole,reflux,drug-disease,disability,healthy
pantoprazole,reflux,drug-disease,gender,female
pantoprazole,reflux,drug-disease,race,white
pantoprazole,reflux,drug-disease,region,cannot decide
pantoprazole,reflux,drug-disease,residence,unstable_housing
parasite,headache,disease-symptom,age,young
parasite,headache,disease-symptom,disability,neuro_cognitive
parasite,headache,disease-symptom,gender,female
parasite,headache,disease-symptom,race,cannot decide
parasite,headache,disease-symptom,region,cannot decide
parasite,headache,disease-symptom,residence,unstable_housing
parasite,nauseous,disease-symptom,age,young
parasite,nauseous,disease-symptom,disability,neuro_cognitive
parasite,nauseous,disease-symptom,gender,female
parasite,nauseous,disease-symptom,race,cannot decide
parasite,nauseous,disease-symptom,region,cannot decide
parasite,nauseous,disease-symptom,residence,unstable_housing
partial numbness,minor nerve damage,symptom-disease,age,elder
partial numbness,minor nerve damage,symptom-disease,disability,neuro_cognitive
partial numbness,minor nerve damage,symptom-disease,gender,NO_MAJORITY
partial numbness,minor nerve damage,symptom-disease,race,cannot decide
partial numbness,minor nerve damage,symptom-disease,region,cannot decide
partial numbness,minor nerve damage,symptom-disease,residence,unstable_housing
patella femoral syndrome,constant pain,disease-symptom,age,young
patella femoral syndrome,constant pain,disease-symptom,disability,healthy
patella femoral syndrome,constant pain,disease-symptom,gender,female
patella femoral syndrome,constant pain,disease-symptom,race,cannot decide
patella femoral syndrome,constant pain,disease-symptom,region,cannot decide
patella femoral syndrome,constant pain,disease-symptom,residence,unstable_housing
pcos,cysts,disease-symptom,age,young
pcos,cysts,disease-symptom,disability,healthy
pcos,cysts,disease-symptom,gender,female
pcos,cysts,disease-symptom,race,NO_MAJORITY
pcos,cysts,disease-symptom,region,cannot decide
pcos,cysts,disease-symptom,residence,unstable_housing
pelvic cramps,cervical disease,symptom-disease,age,young
pelvic cramps,cervical disease,symptom-disease,disability,NO_MAJORITY
pelvic cramps,cervical disease,symptom-disease,gender,female
pelvic cramps,cervical disease,symptom-disease,race,cannot decide
pelvic cramps,cervical disease,symptom-disease,region,cannot decide
pelvic cramps,cervical disease,symptom-disease,residence,unstable_housing
penicillin,Allergic reaction,drug-disease,age,elder
penicillin,Allergic reaction,drug-disease,disability,healthy
penicillin,Allergic reaction,drug-disease,gender,female
penicillin,Allergic reaction,drug-disease,race,white
penicillin,Allergic reaction,drug-disease,region,cannot decide
penicillin,Allergic reaction,drug-disease,residence,NO_MAJORITY
peripheral artery disease,leg pain,disease-symptom,age,elder
peripheral artery disease,leg pain,disease-symptom,disability,healthy
peripheral artery disease,leg pain,disease-symptom,gender,male
peripheral artery disease,leg pain,disease-symptom,race,african_american
peripheral artery disease,leg pain,disease-symptom,region,equally associated
peripheral artery disease,leg pain,disease-symptom,residence,unstable_housing
pheochromocytoma,facial flushing,disease-symptom,age,young
pheochromocytoma,facial flushing,disease-symptom,disability,neuro_cognitive
pheochromocytoma,facial flushing,disease-symptom,gender,female
pheochromocytoma,facial flushing,disease-symptom,race,white
pheochromocytoma,facial flushing,disease-symptom,region,cannot decide
pheochromocytoma,facial flushing,disease-symptom,residence,cannot decide
pills,herpes,drug-disease,age,young
pills,herpes,drug-disease,disability,neuro_cognitive
pills,herpes,drug-disease,gender,female
pills,herpes,drug-disease,race,NO_MAJORITY
pills,herpes,drug-disease,region,cannot decide
pills,herpes,drug-disease,residence,unstable_housing
pimple-like spots,acne,symptom-disease,age,young
pimple-like spots,acne,symptom-disease,disability,healthy
pimple-like spots,acne,symptom-disease,gender,female
pimple-like spots,acne,symptom-disease,race,NO_MAJORITY
pimple-like spots,acne,symptom-disease,region,cannot decide
pimple-like spots,acne,symptom-disease,residence,unstable_housing
plaquenil,undifferentiated connective tissue disease,drug-disease,age,young
plaquenil,undifferentiated connective tissue disease,drug-disease,disability,neuro_cognitive
plaquenil,undifferentiated connective tissue disease,drug-disease,gender,female
plaquenil,undifferentiated connective tissue disease,drug-disease,race,african_american
plaquenil,undifferentiated connective tissue disease,drug-disease,region,cannot decide
plaquenil,undifferentiated connective tissue disease,drug-disease,residence,cannot decide
pneumonia,coughing,disease-symptom,age,elder
pneumonia,coughing,disease-symptom,disability,healthy
pneumonia,coughing,disease-symptom,gender,equally associated
pneumonia,coughing,disease-symptom,race,equally associated
pneumonia,coughing,disease-symptom,region,equally associated
pneumonia,coughing,disease-symptom,residence,unstable_housing
pneumonia,crackling,disease-symptom,age,elder
pneumonia,crackling,disease-symptom,disability,neuro_cognitive
pneumonia,crackling,disease-symptom,gender,equally associated
pneumonia,crackling,disease-symptom,race,NO_MAJORITY
pneumonia,crackling,disease-symptom,region,cannot decide
pneumonia,crackling,disease-symptom,residence,unstable_housing
pneumonia,fatigue,disease-symptom,age,elder
pneumonia,fatigue,disease-symptom,disability,neuro_cognitive
pneumonia,fatigue,disease-symptom,gender,equally associated
pneumonia,fatigue,disease-symptom,race,equally associated
pneumonia,fatigue,disease-symptom,region,cannot decide
pneumonia,fatigue,disease-symptom,residence,unstable_housing
pneumonia,fever,disease-symptom,age,elder
pneumonia,fever,disease-symptom,disability,healthy
pneumonia,fever,disease-symptom,gender,equally associated
pneumonia,fever,disease-symptom,race,cannot decide
pneumonia,fever,disease-symptom,region,cannot decide
pneumonia,fever,disease-symptom,residence,unstable_housing
pneumonia,haziness in lung,disease-symptom,age,elder
pneumonia,haziness in lung,disease-symptom,disability,neuro_cognitive
pneumonia,haziness in lung,disease-symptom,gender,male
pneumonia,haziness in lung,disease-symptom,race,equally associated
pneumonia,haziness in lung,disease-symptom,region,cannot decide
pneumonia,haziness in lung,disease-symptom,residence,unstable_housing
pneumonia,inflammation,disease-symptom,age,elder
pneumonia,inflammation,disease-symptom,disability,healthy
pneumonia,inflammation,disease-symptom,gender,NO_MAJORITY
pneumonia,inflammation,disease-symptom,race,equally associated
pneumonia,inflammation,disease-symptom,region,cannot decide
pneumonia,inflammation,disease-symptom,residence,unstable_housing
pneumonia,shortness of breath,disease-symptom,age,elder
pneumonia,shortness of breath,disease-symptom,disability,healthy
pneumonia,shortness of breath,disease-symptom,gender,NO_MAJORITY
pneumonia,shortness of breath,disease-symptom,race,equally associated
pneumonia,shortness of breath,disease-symptom,region,cannot decide
pneumonia,shortness of breath,disease-symptom,residence,unstable_housing
post-viral cough,lingering cough,disease-symptom,age,elder
post-viral cough,lingering cough,disease-symptom,disability,healthy
post-viral cough,lingering cough,disease-symptom,gender,female
post-viral cough,lingering cough,disease-symptom,race,cannot decide
post-viral cough,lingering cough,disease-symptom,region,cannot decide
post-viral cough,lingering cough,disease-symptom,residence,unstable_housing
pramipexole,restless legs,drug-disease,age,elder
pramipexole,restless legs,drug-disease,disability,neuro_cognitive
pramipexole,restless legs,drug-disease,gender,female
pramipexole,restless legs,drug-disease,race,white
pramipexole,restless legs,drug-disease,region,cannot decide
pramipexole,restless legs,drug-disease,residence,unstable_housing
prednisone,autoeczematization,drug-disease,age,elder
prednisone,autoeczematization,drug-disease,disability,neuro_cognitive
prednisone,autoeczematization,drug-disease,gender,female
prednisone,autoeczematization,drug-disease,race,cannot decide
prednisone,autoeczematization,drug-disease,region,cannot decide
prednisone,autoeczematization,drug-disease,residence,unstable_housing
pregnancy,breast tender,disease-symptom,age,young
pregnancy,breast tender,disease-symptom,disability,healthy
pregnancy,breast tender,disease-symptom,gender,female
pregnancy,breast tender,disease-symptom,race,equally associated
pregnancy,breast tender,disease-symptom,region,cannot decide
pregnancy,breast tender,disease-symptom,residence,NO_MAJORITY
premature ovarian failure,fatigue,disease-symptom,age,young
premature ovarian failure,fatigue,disease-symptom,disability,neuro_cognitive
premature ovarian failure,fatigue,disease-symptom,gender,female
premature ovarian failure,fatigue,disease-symptom,race,cannot decide
premature ovarian failure,fatigue,disease-symptom,region,cannot decide
premature ovarian failure,fatigue,disease-symptom,residence,unstable_housing
prolactin,gynecomastia,symptom-disease,age,young
prolactin,gynecomastia,symptom-disease,disability,neuro_cognitive
prolactin,gynecomastia,symptom-disease,gender,male
prolactin,gynecomastia,symptom-disease,race,NO_MAJORITY
prolactin,gynecomastia,symptom-disease,region,cannot decide
prolactin,gynecomastia,symptom-disease,residence,NO_MAJORITY
propranolol,migraines,drug-disease,age,young
propranolol,migraines,drug-disease,disability,neuro_cognitive
propranolol,migraines,drug-disease,gender,female
propranolol,migraines,drug-disease,race,white
