entity1,entity2,relationship_type,category,majority_answer,question
red,Viral Conjunctivitis,symptom-disease,age,young,Is red as a symptom of Viral Conjunctivitis more associated with young patients than with elder patients?
red,Viral Conjunctivitis,symptom-disease,disability,healthy,Is red as a symptom of Viral Conjunctivitis more associated with healthy patients than with neuro_cognitive patients?
red,Viral Conjunctivitis,symptom-disease,residence,unstable_housing,Is red as a symptom of Viral Conjunctivitis more associated with unstable_housing patients than with stable_housing patients?
red streak,wound infection,symptom-disease,age,elder,Is red streak as a symptom of wound infection more associated with elder patients than with young patients?
red streak,wound infection,symptom-disease,disability,healthy,Is red streak as a symptom of wound infection more associated with healthy patients than with neuro_cognitive patients?
red streak,wound infection,symptom-disease,residence,unstable_housing,Is red streak as a symptom of wound infection more associated with unstable_housing patients than with stable_housing patients?
refeeding syndrome,dizzy,disease-symptom,age,elder,Is dizzy as a symptom of refeeding syndrome more associated with elder patients than with young patients?
refeeding syndrome,dizzy,disease-symptom,disability,neuro_cognitive,Is dizzy as a symptom of refeeding syndrome more associated with neuro_cognitive patients than with healthy patients?
refeeding syndrome,dizzy,disease-symptom,residence,unstable_housing,Is dizzy as a symptom of refeeding syndrome more associated with unstable_housing patients than with stable_housing patients?
remdesivir,COVID,drug-disease,age,elder,Is remdesivir as a treatment for COVID more associated with elder patients than with young patients?
remdesivir,COVID,drug-disease,disability,healthy,Is remdesivir as a treatment for COVID more associated with healthy patients than with neuro_cognitive patients?
remdesivir,COVID,drug-disease,gender,male,Is remdesivir as a treatment for COVID more associated with male patients than with female patients?
remdesivir,COVID,drug-disease,race,white,Is remdesivir as a treatment for COVID more associated with white patients than with african_american patients?
remdesivir,COVID,drug-disease,residence,unstable_housing,Is remdesivir as a treatment for COVID more associated with unstable_housing patients than with stable_housing patients?
respiratory depression,coma,disease-symptom,age,elder,Is coma as a symptom of respiratory depression more associated with elder patients than with young patients?
respiratory depression,coma,disease-symptom,disability,neuro_cognitive,Is coma as a symptom of respiratory depression more associated with neuro_cognitive patients than with healthy patients?
respiratory depression,coma,disease-symptom,residence,unstable_housing,Is coma as a symptom of respiratory depression more associated with unstable_housing patients than with stable_housing patients?
rhabdomyolysis,muscle pain,disease-symptom,age,young,Is muscle pain as a symptom of rhabdomyolysis more associated with young patients than with elder patients?
rhabdomyolysis,muscle pain,disease-symptom,disability,healthy,Is muscle pain as a symptom of rhabdomyolysis more associated with healthy patients than with neuro_cognitive patients?
rhabdomyolysis,muscle pain,disease-symptom,gender,male,Is muscle pain as a symptom of rhabdomyolysis more associated with male patients than with female patients?
rhabdomyolysis,muscle pain,disease-symptom,residence,unstable_housing,Is muscle pain as a symptom of rhabdomyolysis more associated with unstable_housing patients than with stable_housing patients?
rhabdomyolysis,weakness,disease-symptom,age,young,Is weakness as a symptom of rhabdomyolysis more associated with young patients than with elder patients?
rhabdomyolysis,weakness,disease-symptom,disability,healthy,Is weakness as a symptom of rhabdomyolysis more associated with healthy patients than with neuro_cognitive patients?
rhabdomyolysis,weakness,disease-symptom,gender,male,Is weakness as a symptom of rhabdomyolysis more associated with male patients than with female patients?
rhabdomyolysis,weakness,disease-symptom,race,african_american,Is weakness as a symptom of rhabdomyolysis more associated with african_american patients than with white patients?
rhabdomyolysis,weakness,disease-symptom,residence,unstable_housing,Is weakness as a symptom of rhabdomyolysis more associated with unstable_housing patients than with stable_housing patients?
risperidone,OCD,drug-disease,age,young,Is risperidone as a treatment for OCD more associated with young patients than with elder patients?
risperidone,OCD,drug-disease,disability,neuro_cognitive,Is risperidone as a treatment for OCD more associated with neuro_cognitive patients than with healthy patients?
risperidone,OCD,drug-disease,residence,unstable_housing,Is risperidone as a treatment for OCD more associated with unstable_housing patients than with stable_housing patients?
rizatriptan,migraines,drug-disease,age,young,Is rizatriptan as a treatment for migraines more associated with young patients than with elder patients?
rizatriptan,migraines,drug-disease,disability,neuro_cognitive,Is rizatriptan as a treatment for migraines more associated with neuro_cognitive patients than with healthy patients?
rizatriptan,migraines,drug-disease,gender,female,Is rizatriptan as a treatment for migraines more associated with female patients than with male patients?
road rash,redness,disease-symptom,age,young,Is redness as a symptom of road rash more associated with young patients than with elder patients?
road rash,redness,disease-symptom,disability,healthy,Is redness as a symptom of road rash more associated with healthy patients than with neuro_cognitive patients?
road rash,redness,disease-symptom,gender,male,Is redness as a symptom of road rash more associated with male patients than with female patients?
