Unnamed: 0,id,question,options,correct_answer,correct_index,labels,matched_categories
2017,13109,"A 14-year-old boy is brought to the emergency department because of a 2-day history of fatigue. He reports that during this time he has had occasional palpitations and shortness of breath. He has sickle cell disease. Current medications include hydroxyurea and folic acid. He appears fatigued. His temperature is 38.3°C (100.9°F), pulse is 120/min, respirations are 24/min, and blood pressure is 112/74 mm Hg. Examination shows pale conjunctivae. Cardiac examination shows a midsystolic ejection murmur. Laboratory studies show:
Hemoglobin 6.4 g/dl
Leukocyte count 6,000/mm3
Platelet count 168,000/mm3
Mean corpuscular volume 84 μm3
Reticulocyte count 0.1%
Which of the following is the most likely underlying cause of these findings?""","{'0': 'Parvovirus B19', '1': 'Medication-induced hemolysis', '2': 'Defect in erythrocyte membrane proteins', '3': 'Hemolytic crisis'}",Parvovirus B19,0,"['male', 'young (<18)', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'scientist', 'N/A', 'N/A']",3
2018,13110,Which of the following reasons would cause the cells to switch from cellular respiration to fermentation ?:,"{'0': 'No pyruvate available.', '1': 'The final electron acceptor of the electronic transport chain is not available.', '2': 'Supplies of NADH and FADH2 are low.', '3': 'The protonic force is exhausted.'}",The final electron acceptor of the electronic transport chain is not available.,1,"['N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A']",0
2019,13113,"A 20-years old male patient, because the left side of the chest pain of sudden, breathing difficulties to the emergency room for medical treatment, found that many of the left lung field breathing reduce auscultation, what's the most likely diagnosis Why?","{'0': 'Left pleura 腔積 water', '1': 'Left pneumothorax', '2': 'Angina', '3': 'Left of pneumonia'}",Left pneumothorax,1,"['male', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'doctor', 'N/A', 'N/A']",2
2020,13114,"A 62-year-old man comes to the physician because of worsening involuntary movements of both arms for the past 7 months. He reports that certain daily activities have become more difficult to perform. His father had a similar condition that was treated with medications. The patient appears anxious. Vital signs are within normal limits. Examination shows a low-amplitude tremor bilaterally when the arms are outstretched that worsens when reaching out to grab a pen. Muscle strength and tone is normal bilaterally. Deep tendon reflexes are 2+ bilaterally. On mental status examination, his mood is good. His speech is normal in rate and rhythm. Which of the following is the most appropriate next step in management?","{'0': 'Deep brain stimulation', '1': 'Thalamotomy', '2': 'Levodopa and carbidopa therapy', '3': 'Propranolol therapy'}",Propranolol therapy,3,"['male', 'adult (18-64)', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'doctor', 'N/A', 'N/A']",3
2021,13116,The main reason Probenecid prolong the effect of Penicillin Why?,"{'0': 'Penicillin inhibition of hepatic metabolism', '1': 'Penicillin tubular discharge block', '2': 'Promote Penicillin bound to albumin, prolonged stays in the body of', '3': 'Penicillin and with the same efficacy additivity'}",Penicillin tubular discharge block,1,"['N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A']",0
2022,13122,"Tuberculosis therapeutic agents isoniazid and pyridoxine is often used in combination, in order to prevent long-term use due to side effects of isoniazid which generated?","{'0': 'Xerostomia (dryness of the mouth)', '1': 'Hepatitis (hepatitis)', '2': 'Peripheral neuropathy (peripheral neuropathy)', '3': 'Glomerular nephritis (glomerulonephritis)'}",Peripheral neuropathy (peripheral neuropathy),2,"['N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A']",0
2023,13145,"In a 5-year-old child with mandibular fracture, on a follow up recall after 2 months, what should be done to check the bone healing:","{'0': 'OPG at every 2 month till one year', '1': 'NCCT', '2': 'Single contrast CT', '3': 'Clinical examination adequate'}",Clinical examination adequate,3,"['N/A', 'young (<18)', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A']",1
2024,13157,The receptors for the lymphocyte antigen are called clonotypic because:,"{'0': 'Each lymphocyte and its offspring (clone) express a single type of them with a single antigenic specificity.', '1': 'Each lymphocyte and its offspring (clone) express a unique type of them with several antigenic specificities.', '2': 'Several lymphocytes and their offspring (clones) express several types of them with several antigenic specificities.', '3': 'After molecular cloning and gene rearrangement, the lymphocytes acquire clonal antigenic specificity.'}",Each lymphocyte and its offspring (clone) express a unique type of them with several antigenic specificities.,1,"['N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A']",0
2025,13158,An asymptomatic 65-year-old woman is found to have T-score of -2.6 SD on routine bone mineral density screening. She has a 10-year history of hypertension and an esophageal stricture due to severe gastroesophageal reflux disease. She was diagnosed with endometrial hyperplasia 20 years ago and treated with medroxyprogesterone. Menarche started at 11 years of age and her last menstrual period was 8 years ago. Her last mammography and PAP smear 6 months ago showed no abnormalities. Her mother died of breast cancer at the age of 45 years. The patient does not have any children. Current medications include lansoprazole and hydrochlorothiazide. Her blood pressure is 135/85 mm Hg. Physical examination shows no abnormalities. Treatment is begun with a drug that prevents further bone resorption and reduces her risk of developing breast cancer. This drug puts her at an increased risk of which of the following adverse effects?,"{'0': 'Skin infections', '1': 'Osteosarcoma', '2': 'Hypercholesterolemia', '3': 'Deep vein thrombosis\n""'}","Deep vein thrombosis
""",3,"['female', 'senior (65+)', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'single-family home']",3
2026,13159,All trans retinoic acid is used in the treatment of tumour associated with,"{'0': 'BCR-ABL', '1': 'PML-RARA', '2': 'CMYC', '3': 'CEBPA'}",PML-RARA,1,"['N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A']",0
2027,13174,"Elena has had a permanent colostomy 10 days ago for sigma cancer. She goes to consult with her Primary Care nurse today and says that she has not yet been able to change her device because she does not want to ""see what she has there"", it is her daughter who carries out the hygiene of the area. What nursing diagnosis based on the NANDA Taxonomy would you write in the Clinical History in this case ?:","{'0': 'Body image disorder.', '1': 'Personal oversight', '2': 'Acute confusion', '3': 'Unstable emotional control.'}",Body image disorder.,0,"['female', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'doctor', 'N/A', 'N/A']",2
2028,13175,"A 58-year-old male presents with an acutely elevated blood pressure of 220/140 mmHg. The patient complains of a headache and chest pain, and he has been vomiting for the last several hours. Physical exam demonstrates papilledema and a depressed level of consciousness. To treat this patient's hypertensive emergency, he is started on an IV medication commonly used in this situation. The agent exerts its effect by releasing nitric oxide as a metabolite, which subsequently activates guanylate cyclase and increases production of cGMP in vascular smooth muscle. Which of the following clinical effects would be expected from administration of this medication?","{'0': 'Decreased cardiac contractility', '1': 'Increased left ventricular end-diastolic pressure', '2': 'Decreased stroke volume', '3': 'Decreased pulmonary capillary wedge pressure'}",Decreased pulmonary capillary wedge pressure,3,"['male', 'adult (18-64)', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A']",2
2029,13180,Erectile dysfunction (erectile dysfunction) The most common cause is?,"{'0': 'Mental factors (psychogenic factor)', '1': 'Hormonal factors (hormonal factor)', '2': 'Factors artery (arterial factor)', '3': 'Confounding factors (mixed factors)'}",Confounding factors (mixed factors),3,"['N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A']",0
2030,13195,"A 75-year-old woman is brought to the emergency department by her son because of a 2-day history of fever, headache, malaise, and dry cough. The patient lives with her son and his family and her son reports that other members of the family have had similar symptoms during the past week but that he has not had any symptoms. The result of a polymerase chain reaction test confirms that the woman is infected with a virus that has a helical capsid and a segmented genome. Which of the following is the most likely explanation for the son being free of symptoms?","{'0': 'Serum antibodies against hemagglutinin', '1': 'Downregulation of ICAM-1 expression', '2': 'Protease-resistant antibodies in nasal secretions', '3': 'Homozygous mutation in the CCR5 gene'}",Serum antibodies against hemagglutinin,0,"['male', 'senior (65+)', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'single-family home']",3
2031,13204,One of the most common side effects of phenytoin is,"{'0': 'Gingival Hyperplasia', '1': 'Gingival Necrosis', '2': 'Dental stains', '3': 'Hypertension'}",Gingival Hyperplasia,0,"['N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A']",0
2032,13206,"A previously healthy 46-year-old woman comes to the physician because of progressive shortness of breath, fatigue, and chest pain during exercise for the last 6 months. She does not smoke. Her maternal uncle had similar symptoms. Cardiac examination shows wide splitting of S2. The second component of S2 is loud and best heard at the 2nd left intercostal space. The lungs are clear to auscultation. Which of the following is the most likely cause of this patient's cardiac findings?","{'0': 'Increased right ventricular preload', '1': 'Increased left ventricular preload', '2': 'Increased right ventricular afterload', '3': 'Increased left-to-right shunting'}",Increased right ventricular afterload,2,"['female', 'adult (18-64)', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'doctor', 'N/A', 'N/A']",3
2033,13212,"An otherwise healthy 50-year-old man comes to the physician because of a 6-month history of increasingly frequent episodes of upper abdominal pain, nausea, vomiting, and diarrhea. He has had a 3.2-kg (7-lb) weight loss during this time. Physical examination shows bilateral pitting pedal edema. An endoscopy shows prominent rugae in the gastric fundus. Biopsy shows parietal cell atrophy. Which of the following is the most likely underlying cause?","{'0': 'Serotonin-secreting gastric tumor', '1': 'Proliferation of gastric mucus-producing cells', '2': 'Excessive somatostatin secretion', '3': 'Ectopic secretion of gastrin'}",Proliferation of gastric mucus-producing cells,1,"['male', 'adult (18-64)', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'doctor', 'N/A', 'N/A']",3
2034,13221,Substance with highest thermogenic effect ?,"{'0': 'Fat', '1': 'Proteins', '2': 'Carbohydrate', '3': 'All are the same'}",Proteins,1,"['N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A']",0
2035,13248,Effective adjuvant in attenuating hypertension and tachycardia associated with laryngoscopy and intubation?,"{'0': 'Fentanyl', '1': 'Suxamethonium', '2': 'Atracurium', '3': 'Ketamine'}",Suxamethonium,1,"['N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A']",0
2036,13259,Tache noire de salenoica is a postmoem finding is related to,"{'0': 'Eye', '1': 'Muscle', '2': 'Hair', '3': 'Semen'}",Eye,0,"['N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A']",0
2037,13261,Thrombosis of posterior inferior cerebellar aery causes:,"{'0': 'Lateral medullary syndrome', '1': 'Weber syndrome', '2': 'Medial medullary syndrome', '3': 'none'}",Lateral medullary syndrome,0,"['N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A']",0
2038,13273,"A 55-year-old woman is brought to the emergency department because of worsening upper abdominal pain for the past 8 hours. She reports that the pain radiates to her back and is associated with nausea. She has hypertension and hyperlipidemia, for which she takes enalapril, furosemide, and simvastatin. Her temperature is 37.5°C (99.5°F), blood pressure is 84/58 mm Hg, and pulse is 115/min. The lungs are clear to auscultation. Examination shows abdominal distention with epigastric tenderness and guarding. Bowel sounds are decreased. Extremities are warm. Laboratory studies show:
Hematocrit 48%
Leukocyte count 13,800/mm3
Platelet count 175,000/mm3
Serum  
Calcium 8.0 mg/dL
Urea nitrogen 32 mg/dL
Amylase 250 U/L
An ECG shows sinus tachycardia. Which of the following is the most likely underlying cause of this patient's vital sign abnormalities?","{'0': 'Abnormal coagulation and fibrinolysis', '1': 'Capillary leakage', '2': 'Decreased cardiac output', '3': 'Pseudocyst formation'}",Capillary leakage,1,"['female', 'adult (18-64)', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'scientist', 'N/A', 'N/A']",3
2039,13275,"A 6-year-old African American boy is referred to the hospital by his family physician for jaundice, normocytic anemia, and severe bone pain. He has a history of several episodes of mild bone pain in the past treated with over the counter analgesics. On physical examination, the child is icteric with nonspecific pain in his hands. His hands are swollen, tender, and warm. There is no chest pain, abdominal pain, fever, or hematuria. A complete metabolic panel and complete blood count with manual differential are performed:
Total bilirubin
8.4 mg/dL
WBC
9,800/mm3
Hemoglobin 
6.5 g/dL
MCV 82.3 fL
Platelet count  465,000/mm3
Reticulocyte 7%
Peripheral blood smear shows multiple clumps of elongated and curved cells and erythrocytes with nuclear remnant. The patient's hemoglobin electrophoresis result is pictured below. What is the most likely cause of his condition?","{'0': 'Sickle cell trait', '1': 'Sickle cell disease', '2': 'Hemoglobin F', '3': 'HbC'}",Sickle cell disease,1,"['male', 'young (<18)', 'N/A', 'African', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'doctor', 'N/A', 'single-family home']",5
2040,13277,"Question linked to image nº17 A young patient of 22 years of age is referred to us from Primary Care. He is originally from Jamaica and has been living in Spain for five months. The reason for consulting the family doctor was a feeling of tiredness. As a background, he explains some pains of several years of evolution in various joints, of moderate intensity, without inflammatory signs, which had not been studied in his country. The clinical examination shows pale mucous membranes and a painful ulcerated lesion in the leg, of three years of evolution, for which he had not consulted. I did not remember any local trauma. The analytical sample shows a Hb of 7.6 g / dL, reticulocytes 417,000 / uL, Hto 22.8%, leukocytes 13.540 / uL, with 51% of neutrophils and 36% of lymphocytes, platelets 286,000 / uL, bilirubin 2.12 mg / dL, (direct 0.4 mg / dL) and lactate dehydrogenase 318 U / L (vn <190 U / L). A basic study of coagulation is within normal ranges. The chest radiograph is normal, as well as an Eco-Doppler of the lower extremities. What type of anemia would you suspect before starting the corresponding confirmatory studies?","{'0': 'Anemia due to sickle cells.', '1': 'Autoimmune hemolytic anemia.', '2': 'Anemia due to chronic disease.', '3': 'Anemia due to iron deficiency.'}",Anemia due to sickle cells.,0,"['male', 'adult (18-64)', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'doctoral', 'N/A', 'N/A', 'N/A', 'doctor', 'N/A', 'single-family home']",5
